,City,Cloud Cover,Country,Date,Humidity,Latitude,Longitude,Maximum Temperature,Wind Speed (MPH)
29,Carnarvon,75,AU,1594940929,100,-24.87,113.63,62.6,4.6
30,Zonguldak,84,TR,1594866810,94,41.25,31.83,62.58200000000002,0.63
31,Thompson,75,CA,1594894221,63,55.74,-97.86,66.2,6.2
32,São Filipe,26,CV,1594883783,79,14.9,-24.5,76.38800000000005,4.78
33,Sept-Îles,90,CA,1594888424,42,50.2,-66.38,68.0,6.2
34,Clyde River,75,CA,0,52,70.47,-68.59,66.2,5.7
35,Bengkulu,79,ID,1594941551,87,-3.8,102.27,76.74800000000002,1.9
36,Castro,90,BR,1594893802,73,-24.79,-50.01,61.79000000000002,1.43
37,Qaanaaq,81,GL,0,77,77.48,-69.36,44.34800000000003,2.67
38,Muroto-misakicho,95,JP,1594929959,80,33.28,134.15,73.67000000000007,2.69
39,Tura,100,IN,1594941507,95,25.52,90.22,75.27200000000005,2.58
40,Tromsø,75,NO,0,82,69.65,18.96,57.2,2.6
41,Saint Paul Harbor,90,US,1594906487,76,57.79,-152.41,57.2,2.1
42,Beitbridge,0,ZW,1594874318,76,-22.22,30.0,49.73000000000005,2.31
43,Hasaki,75,JP,1594927997,93,35.73,140.83,64.4,3.1
44,Flinders,61,AU,1594933201,73,-34.58,150.86,53.99600000000005,5.36
45,Iqaluit,75,CA,1594882680,54,63.75,-68.51,53.6,3.6
46,Port Lincoln,0,AU,1594936818,74,-34.73,135.87,53.00600000000003,3.43
47,Tazovsky,24,RU,1594928646,92,67.47,78.7,42.40400000000005,4.99
48,El Dorado,75,US,1594897992,56,33.21,-92.67,93.2,2.6
49,Sidi Ali,0,DZ,1594875214,49,36.1,0.42,77.84600000000006,5.43
50,Atuona,0,PF,1594913628,76,-9.8,-139.03,79.98800000000006,9.22
51,Meulaboh,100,ID,1594942286,90,4.14,96.13,76.78399999999999,1.93
52,Yangi Marg`ilon,20,UZ,1594943827,26,40.43,71.72,82.4,2.1
53,Ridgecrest,1,US,1594903642,13,35.62,-117.67,102.00200000000008,2.6
54,City of San Pedro,1,PH,1594935325,76,14.35,121.02,82.00400000000005,0.45
55,Busselton,56,AU,1594941598,88,-33.65,115.33,51.998000000000026,4.49
56,Tautira,20,PF,1594916837,74,-17.73,-149.15,80.6,4.6
57,Port Blair,100,IN,1594942377,79,11.67,92.75,80.99600000000005,3.75
58,Skibbereen,20,IE,1594874329,64,51.55,-9.27,68.0,4.6
59,Hobart,40,AU,1594935349,93,-42.88,147.33,39.00200000000008,0.5
60,Jepelacio,10,PE,1594898381,62,-6.12,-76.95,77.84600000000006,0.55
61,Pevek,100,RU,0,99,69.7,170.31,39.00200000000008,2.57
62,High Level,90,CA,1594897677,93,58.52,-117.14,59.0,2.6
63,Leningradskiy,99,RU,0,90,69.38,178.42,42.20600000000003,4.72
64,Maniitsoq,9,GL,1594877217,83,65.42,-52.9,46.52600000000009,2.97
65,Puerto Madryn,88,AR,1594899915,76,-42.77,-65.04,46.58000000000004,4.33
66,Noumea,75,NC,1594927966,82,-22.28,166.46,59.0,1.0
67,Dudinka,40,RU,0,93,69.41,86.18,48.2,6.0
68,Bredasdorp,0,ZA,1594878208,93,-34.53,20.04,50.0,1.0
69,Hofn,79,IS,1594869406,86,64.25,-15.21,51.92600000000009,12.29
70,Caravelas,65,BR,1594890461,73,-17.71,-39.25,73.00400000000005,5.4
71,Zhangye,0,CN,1594937184,45,38.93,100.45,68.32400000000001,2.33
72,Faanui,100,PF,1594917334,88,-16.48,-151.75,75.092,7.22
73,Cape Town,0,ZA,1594878514,87,-33.93,18.42,48.2,1.5
74,Aklavik,75,CA,0,67,68.22,-135.01,60.8,2.6
75,Quatre Cocos,40,MU,1594953830,77,-20.21,57.76,69.80000000000001,3.6
76,Geraldton,90,AU,1594941151,87,-28.77,114.6,57.2,9.3
77,Waterloo,90,CA,1594893369,78,43.47,-80.52,78.00800000000001,3.6
78,Bluff,25,NZ,1594931028,88,-46.6,168.33,37.97600000000009,4.67
79,Hithadhoo,99,MV,1594948260,69,-0.6,73.08,84.32600000000009,1.99
80,Palana,100,RU,1594917305,100,59.12,159.97,48.32600000000009,4.85
81,Hong Kong,100,HK,1594936131,88,22.29,114.16,82.99400000000009,6.71
82,Rundu,0,NA,1594876321,38,-17.93,19.77,59.0,2.6
83,Codrington,1,AU,1594935871,92,-38.27,141.97,38.570000000000064,3.48
84,Bathsheba,40,BB,1594892359,66,13.22,-59.52,86.0,6.7
85,Matara,100,LK,1594945858,89,5.95,80.54,77.95400000000006,2.67
86,Ruwi,5,OM,1594949334,84,23.6,58.55,86.0,1.5
87,Palu,100,ID,1594937057,80,-0.89,119.87,73.67000000000007,1.49
88,Jamestown,90,US,1594893325,88,42.1,-79.24,78.99800000000002,3.1
89,Dzaoudzi,40,YT,1594869687,73,-12.79,45.27,77.0,8.2
90,Anáhuac,40,MX,1594900575,33,27.23,-100.15,100.4,4.6
91,Hualmay,27,PE,1594899012,69,-11.1,-77.61,65.12000000000006,4.0
92,Provideniya,90,RU,1594993894,81,64.38,-173.3,48.2,2.0
93,Vestmannaeyjar,100,IS,1594871345,90,63.44,-20.27,51.87200000000004,7.93
94,Marzuq,97,YE,1594866798,49,14.4,46.47,84.41600000000001,1.43
95,Kumluca,0,TR,1594868000,42,36.37,30.29,80.22200000000004,1.66
96,Port Alfred,3,ZA,1594876436,50,-33.59,26.89,57.36200000000006,2.92
97,Río Gallegos,75,AR,1594902834,92,-51.62,-69.22,26.6,2.1
98,Buraidah,1,SA,1594866082,19,26.33,43.98,96.8,3.1
99,Pyaozerskiy,69,RU,1594856455,66,65.83,31.17,52.08800000000005,2.24
100,Poum,19,NC,1594928333,60,-20.23,164.02,69.49400000000009,5.05
101,Vardø,65,NO,0,82,70.37,31.11,55.400000000000006,3.6
102,Jaroměř,96,CZ,1594868613,80,50.36,15.92,55.99400000000007,1.08
103,Kitgum,100,UG,1594871137,94,3.28,32.89,65.48000000000005,1.06
104,Horki,74,BY,1594863793,76,54.29,30.98,57.2,2.39
105,Zemio,100,CF,1594872832,93,5.03,25.14,70.75400000000005,0.6
106,Chui,74,UY,1594895729,80,-33.7,-53.46,52.934,2.42
107,Fortuna,1,US,1594904386,77,40.6,-124.16,62.99600000000005,7.7
108,Tiksi,12,RU,0,88,71.69,128.87,36.48200000000001,8.85
109,Mareeba,2,AU,1594932462,73,-17.0,145.43,50.0,0.45
110,Saskylakh,100,RU,0,60,71.92,114.08,46.90400000000005,8.93
111,Vaini,20,TO,1595009836,78,-21.2,-175.2,77.0,3.1
112,Belomorsk,100,RU,1594857120,90,64.52,34.77,49.33399999999999,3.04
113,Shellbrook,20,CA,1594897151,49,53.22,-106.4,73.4,4.6
114,Puerto Ayora,20,EC,1594901094,69,-0.74,-90.35,75.2,8.2
115,Lázaro Cárdenas,82,MX,1594902119,67,17.96,-102.2,87.80000000000001,3.72
116,Airai,1,TL,1594936479,95,-8.93,125.41,55.99400000000007,1.22
117,Hermanus,0,ZA,1594878387,75,-34.42,19.23,53.00600000000003,1.79
118,Alice Springs,0,AU,1594935939,64,-23.7,133.88,33.8,2.6
119,San Cristobal,40,VE,1594895940,46,7.77,-72.22,91.4,2.1
120,Atlantic City,20,US,1594892657,61,39.36,-74.42,80.00600000000003,5.1
121,La Providencia,0,MX,1594903133,37,28.72,-111.58,102.00200000000008,6.71
122,Biloela,0,AU,1594932031,80,-24.42,150.5,40.92800000000007,3.21
123,Bairiki Village,75,KI,1594924103,78,1.33,172.98,82.4,2.6
124,Aykhal,0,RU,1594923538,76,66.0,111.5,51.8,2.0
125,Port Elizabeth,27,ZA,1594876797,93,-33.92,25.57,41.0,2.1
126,Esperance,90,AU,1594940052,100,-33.87,121.9,57.2,5.1
127,Mahébourg,40,MU,1594953865,77,-20.41,57.7,69.80000000000001,3.6
128,Ancud,90,CL,1594901862,93,-41.87,-73.82,51.998000000000026,5.7
129,George Town,40,MY,1594941156,100,5.41,100.34,78.00800000000001,1.48
130,Avarua,0,CK,1594919750,73,-21.21,-159.78,71.6,4.1
131,Paignton,0,GB,1594873273,7,50.44,-3.57,66.00200000000008,1.34
132,Teya,59,RU,1594932824,89,60.38,92.63,50.233999999999995,3.56
133,Bandarbeyla,43,SO,1594866243,58,9.49,50.81,82.67000000000007,12.24
134,San Quintín,1,MX,1594903955,64,30.48,-115.95,73.14800000000002,6.18
135,Fasa,0,IR,1594949868,38,28.94,53.65,77.0,2.1
136,Luga,72,RU,1594862250,76,58.74,29.85,56.516000000000005,1.44
137,Alofi,20,NU,1594921957,73,-19.06,-169.92,77.0,4.6
138,Belmonte,75,BR,1594890185,69,-15.86,-38.88,75.2,3.6
139,Dhārchula,95,IN,1594943297,76,29.85,80.53,70.41200000000006,0.24
140,Gien,100,FR,1594872485,76,47.69,2.63,64.99400000000009,1.78
141,Puerto Ayacucho,40,VE,1594895037,78,5.66,-67.62,80.6,1.42
142,Ugoofaaru,100,MV,1594947694,80,5.67,73.0,83.33600000000007,5.04
143,Inyonga,12,TZ,1594872272,38,-6.72,32.07,63.42800000000007,3.21
144,Takapau,96,NZ,1594927902,92,-40.03,176.35,46.004000000000055,2.68
145,Warri,100,NG,1594877440,95,5.52,5.75,73.50800000000001,0.67
146,Socorro,40,US,1594901481,21,31.65,-106.3,98.60000000000001,3.1
147,Amudat,100,UG,1594870768,79,1.95,34.95,68.792,0.81
148,Dingle,18,PH,1594935261,88,11.0,122.67,76.51400000000004,1.01
149,Valdivia,75,CL,1594901381,81,-39.81,-73.25,53.6,6.7
150,Barletta,68,IT,1594870531,60,41.31,16.29,75.00200000000008,0.45
151,Kedrovyy,40,RU,1594934976,93,56.17,91.82,62.6,4.0
152,Olafsvik,99,IS,1594870801,77,64.89,-23.71,49.58600000000007,10.41
153,West Des Moines,75,US,1594896908,61,41.57,-93.75,84.99199999999999,2.1
154,Laurel,75,US,1594893285,65,39.1,-76.85,86.0,3.6
155,Kintampo,99,GH,1594878993,85,8.06,-1.73,73.184,1.32
156,Głogów,54,PL,1594868207,80,51.66,16.08,59.0,2.61
157,Sola,100,VU,1594926843,86,-13.88,167.55,79.52000000000007,7.25
158,Karratha,0,AU,1594939706,64,-20.74,116.85,64.04000000000002,3.03
159,Pandan,2,PH,1594934599,83,14.05,124.17,81.0680000000001,3.31
160,Kysyl-Syr,10,RU,1594923126,89,63.9,122.76,58.946000000000055,2.54
161,Malanje,41,AO,1594876315,29,-9.54,16.34,64.50800000000001,1.2
162,Tambilil,58,PH,1594935264,77,5.96,124.67,77.88200000000002,1.53
163,Saint-Philippe,11,RE,1594954429,72,-21.36,55.77,68.0,3.1
164,Kozhevnikovo,75,RU,1594936827,94,56.26,83.97,65.55200000000008,2.25
165,Hokitika,100,NZ,1594929650,65,-42.72,170.97,40.94600000000005,2.84
166,Tasiilaq,100,GL,1594873307,66,65.61,-37.64,48.2,6.2
167,Christchurch,99,NZ,1594929398,100,-43.53,172.63,39.00200000000008,2.32
168,Dunedin,46,NZ,1594930359,75,-45.87,170.5,39.992,3.13
169,Trelew,75,AR,1594900066,73,-43.25,-65.31,45.104000000000056,3.62
170,Puerto Escondido,75,MX,1594901107,74,15.85,-97.07,84.2,5.7
171,Dalbandin,23,PK,1594947291,25,28.89,64.41,87.458,3.28
172,Butaritari,43,KI,1594923986,67,3.07,172.79,83.01200000000006,4.13
173,Muyezerskiy,0,RU,1594858434,74,63.93,31.65,48.56000000000009,2.42
174,Ushumun,49,RU,1594927814,92,52.78,126.53,63.08600000000007,2.27
175,Ojinaga,1,MX,1594901305,19,29.57,-104.42,98.60000000000001,2.1
176,Lavrentiya,99,RU,1594992073,77,65.58,-171.0,51.044000000000075,1.63
177,Nakasongola,100,UG,1594871425,93,1.31,32.46,65.96600000000001,0.91
178,Berlevåg,100,NO,0,100,70.86,29.09,53.6,1.0
179,Yeppoon,0,AU,1594931833,61,-23.13,150.73,46.4,3.51
180,Dhali,100,IN,1594946231,72,10.5,77.17,77.19800000000004,3.44
181,Mbour,75,SN,1594882022,74,14.42,-16.96,80.6,4.6
182,Redmond,84,US,1594902452,68,47.67,-122.12,78.99800000000002,0.45
183,Cap Malheureux,4,MU,1594953842,80,-19.98,57.61,68.0,1.34
184,Iskateley,27,RU,1594847018,90,67.68,53.15,42.58399999999999,4.24
185,Chhāpar,0,IN,1594945026,44,27.82,74.4,94.65800000000002,4.74
186,Saint-Ambroise,90,CA,1594890040,49,48.55,-71.33,73.4,5.7
187,Sittwe,100,MM,1594941471,82,20.15,92.9,82.56200000000007,1.94
188,Praia da Vitória,75,PT,1594881393,83,38.73,-27.07,69.80000000000001,4.47
189,Chikodi,100,IN,1594946256,92,16.43,74.6,69.99800000000002,3.77
190,Paphos,20,CY,1594867731,78,34.77,32.42,73.4,2.1
191,Port Hedland,0,AU,1594939249,71,-20.32,118.57,53.6,2.6
192,Kutum,55,SD,1594872051,49,14.2,24.67,78.98000000000005,4.22
193,Saint Simons,1,US,1594895569,46,31.14,-81.39,91.4,5.1
194,Grindavik,90,IS,1594871520,100,63.84,-22.43,48.2,5.1
195,Bafoulabé,100,ML,1594880612,84,13.81,-10.83,78.69200000000001,2.16
196,Cherskiy,0,RU,0,58,68.75,161.3,50.09000000000002,1.51
197,Nouakchott,20,MR,1594881407,74,18.09,-15.98,78.80000000000001,4.6
198,Iralaya,40,HN,1594897871,70,15.0,-83.23,89.6,3.84
199,Nouadhibou,20,MR,1594881353,88,20.93,-17.03,69.80000000000001,4.6
200,Inhambane,0,MZ,1594873208,76,-23.86,35.38,63.21200000000006,4.98
201,Japura,0,ID,1594941209,97,-0.32,102.35,73.81400000000004,0.5
202,Dikson,100,RU,0,94,73.51,80.55,40.71200000000006,1.58
203,Mount Gambier,10,AU,1594936092,96,-37.83,140.77,33.8,2.6
204,Rāvar,92,IR,1594948805,19,31.27,56.81,85.37000000000006,4.3
205,Broken Hill,0,AU,1594935111,65,-31.95,141.43,41.0,3.1
206,Marovoay,19,MG,1594869689,78,-16.1,46.63,75.2,1.0
207,Benghazi,0,LY,1594871075,69,32.12,20.07,77.81000000000009,4.04
208,Baykit,98,RU,1594931148,86,61.67,96.37,52.98800000000004,4.85
209,Isangel,17,VU,1594927002,88,-19.55,169.27,68.0,2.6
210,Kaitangata,9,NZ,1594930598,73,-46.28,169.85,39.992,0.89
211,Tcholliré,100,CM,1594875143,94,8.4,14.17,72.41000000000008,1.04
212,Hamilton,75,US,1594895115,58,39.18,-84.53,87.99800000000002,5.7
213,Vidim,8,RU,1594932169,93,56.41,103.11,45.28399999999999,3.0
214,Cidreira,100,BR,1594894490,87,-30.18,-50.21,54.860000000000085,8.66
215,Vila Velha,40,BR,1594890983,73,-20.33,-40.29,71.6,4.1
216,Mikkeli,0,FI,1594861208,57,61.69,27.27,60.998000000000026,0.89
217,Acaraú,0,BR,1594889238,72,-2.89,-40.12,79.53800000000004,6.05
218,San Juan,0,AR,1594899061,28,-31.54,-68.54,63.91400000000003,2.06
219,Esim,79,GH,1594879419,87,4.87,-2.24,74.30000000000001,2.95
220,San Policarpo,17,PH,1594934463,77,12.18,125.51,82.83200000000002,2.72
221,Salina Cruz,87,MX,1594900625,51,16.17,-95.2,93.14600000000004,5.28
222,Rocha,47,UY,1594896045,81,-34.48,-54.33,46.508,2.26
223,Itabaiana,40,BR,1594889330,57,-10.69,-37.43,80.6,4.6
224,Dibulla,75,CO,1594895863,70,11.27,-73.31,87.80000000000001,7.2
225,Vuktyl,89,RU,1594852326,94,63.86,57.31,56.696000000000055,2.5
226,Coahuayana Viejo,90,MX,1594902392,65,18.73,-103.68,80.6,5.1
227,Laval,90,CA,1594891295,57,45.57,-73.69,80.6,9.8
228,Hay River,75,CA,1594896140,72,60.82,-115.8,60.8,6.7
229,Burns Lake,93,CA,1594901465,57,54.23,-125.75,65.76800000000009,5.13
230,Kismayo,100,SO,1594869160,72,-0.36,42.55,77.36000000000008,10.11
231,Doha,0,QA,1594864395,63,25.29,51.53,95.0,2.1
232,Amberley,75,US,1594895088,58,39.2,-84.43,87.99800000000002,5.7
233,Torbay,90,CA,1594885786,100,47.67,-52.73,48.992,8.2
234,Barrhead,90,GB,1594871742,77,55.8,-4.39,62.6,6.2
235,Kumul,52,CN,1594938174,32,42.8,93.45,75.70400000000006,1.48
236,Ryōtsu-minato,100,JP,1594928204,93,38.08,138.43,64.4,1.0
237,Williston,19,US,1594897893,38,48.15,-103.62,84.00200000000008,1.79
238,Coquimbo,41,CL,1594899531,71,-29.95,-71.34,57.2,2.6
239,Tiznit Province,80,MA,1594878515,26,29.58,-9.5,90.32000000000006,2.75
240,Vila Franca do Campo,75,PT,1594881165,77,37.72,-25.43,69.80000000000001,4.1
241,Chino Valley,75,US,1594902517,49,34.76,-112.45,87.99800000000002,6.7
242,Saint-Pierre,4,RE,1594954496,72,-21.34,55.48,68.0,3.1
243,Faya,48,SA,1594867349,52,18.39,42.45,69.80000000000001,5.1
244,Waipawa,100,NZ,1594928330,78,-41.41,175.52,48.00200000000008,1.79
245,Adré,100,TD,1594872718,72,13.47,22.2,76.19000000000003,3.7
246,Ulaangom,7,MN,1594936894,57,49.98,92.07,60.458000000000006,2.03
247,Lata,0,PT,1594876649,38,40.16,-8.33,87.00800000000001,0.89
248,Husavik,90,IS,1594867835,87,66.04,-17.34,51.8,8.2
249,Nantucket,1,US,1594891282,52,41.28,-70.1,69.80000000000001,3.6
250,Stornoway,99,GB,1594871210,93,58.21,-6.39,55.400000000000006,3.6
251,Kulhudhuffushi,100,MV,1594947587,78,6.62,73.07,83.94800000000004,5.94
252,Ponta do Sol,1,PT,1594879923,73,32.67,-17.1,71.6,1.5
253,Saint-François,90,FR,1594872471,72,46.42,3.91,64.4,1.5
254,Longyearbyen,75,SJ,0,81,78.22,15.64,46.4,0.5
255,Qaryat Sulūq,0,LY,1594871094,62,31.67,20.25,74.96600000000001,3.72
256,Astoria,90,US,1594903201,88,46.19,-123.83,66.00200000000008,3.6
257,Puerto Carreño,40,CO,1594894956,78,6.19,-67.49,80.6,1.7
258,Yatou,0,CN,1594932207,93,37.15,122.38,66.90200000000007,2.77
259,Tibati,100,CM,1594875698,92,6.47,12.63,66.75800000000001,0.49
260,Burley,1,US,1594901539,26,42.54,-113.79,84.2,3.1
261,Safaga,0,EG,1594868444,23,26.73,33.94,93.2,4.1
262,Carutapera,4,BR,1594890497,89,-1.2,-46.02,77.234,2.61
263,Lebu,100,CL,1594901134,89,-37.62,-73.65,53.61800000000009,8.36
264,Safford,1,US,1594902137,19,32.83,-109.71,100.4,2.6
265,Wanning,96,CN,1594937414,85,18.8,110.4,82.058,5.09
266,The Valley,20,AI,1594892695,58,18.22,-63.06,87.80000000000001,6.2
267,Juneau,40,US,1594901933,68,58.3,-134.42,64.4,3.6
268,Ahipara,100,NZ,1594927931,90,-35.17,173.17,58.58600000000007,4.51
269,Namatanai,78,PG,1594929501,81,-3.67,152.43,79.97000000000006,1.87
270,Bilma,97,NE,1594874406,31,18.69,12.92,92.93000000000004,4.37
271,Taraz,0,KZ,1594943457,35,42.9,71.37,73.4,3.0
272,Natal,75,BR,1594888332,83,-5.79,-35.21,77.0,2.6
273,Vestmanna,13,FO,1594869169,87,62.16,-7.17,51.8,5.1
274,La Ronge,90,CA,1594896241,63,55.1,-105.28,66.2,4.6
275,Pundaguitan,2,PH,1594934865,67,6.37,126.17,82.72400000000002,1.11
276,Kabinda,19,CD,1594874038,33,-6.13,24.48,72.57200000000003,3.09
277,Fayaoué,0,NC,1594927775,62,-20.65,166.53,69.65600000000003,3.22
278,Burgeo,0,CA,1594886972,63,47.62,-57.62,62.00600000000003,3.27
279,Kahului,40,US,1594914832,66,20.89,-156.47,84.2,9.3
280,Amapá,34,BR,1594891726,94,1.0,-52.0,78.22400000000002,0.81
281,Ostrovnoy,0,RU,0,64,68.05,39.51,49.38800000000005,3.92
282,São João da Barra,75,BR,1594891305,68,-21.64,-41.05,71.6,3.1
283,Pacific Grove,40,US,1594904509,68,36.62,-121.92,71.99600000000005,4.1
284,Qui Nhon,67,VN,1594938213,85,13.77,109.23,78.99800000000002,2.41
285,Qaqortoq,20,GL,1594879430,36,60.72,-46.03,64.4,3.6
286,Denpasar,20,ID,1594938898,100,-8.65,115.22,77.0,1.5
287,Khatanga,100,RU,0,75,71.97,102.5,49.37000000000006,6.87
288,Luk Pu,86,CN,1594936483,99,23.17,112.28,84.00200000000008,0.57
289,Tateyama,75,JP,1594928339,94,34.98,139.87,68.0,1.5
290,Kamaishi,91,JP,1594927179,82,39.27,141.88,63.89600000000005,0.68
291,Paraíso,20,CR,1594898537,47,9.84,-83.87,84.2,7.7
292,Marystown,94,CA,1594886484,71,47.17,-55.15,57.50600000000003,5.93
293,Lompoc,8,US,1594904458,53,34.64,-120.46,75.2,2.6
294,Taoudenni,100,ML,1594878024,31,22.68,-3.98,94.38800000000005,2.28
295,Opuwo,0,NA,1594877757,34,-18.06,13.84,58.13600000000007,6.54
296,At-Bashi,100,KG,1594942713,53,41.17,75.81,56.06600000000001,0.5
297,Chokurdakh,100,RU,0,89,70.63,147.92,42.42200000000004,3.2
298,Tuatapere,40,NZ,1594931088,94,-46.13,167.68,32.86400000000003,1.61
299,Ribeira Grande,75,PT,1594881820,73,38.52,-28.7,71.6,5.1
300,Elizabeth City,20,US,1594893594,58,36.29,-76.25,87.99800000000002,4.1
301,Bereket,1,TM,1594947921,57,39.24,55.52,81.21200000000006,5.75
302,Ust'-Barguzin,40,RU,1594931818,85,53.45,108.98,47.53399999999999,1.35
303,Sandakan,20,MY,1594936848,94,5.84,118.12,75.2,1.5
304,Zaysan,4,KZ,1594939248,39,47.47,84.87,70.91600000000001,3.45
305,Nikolskoye,75,RU,1594861537,67,59.7,30.79,60.8,4.0
306,Paracuru,0,BR,1594889025,70,-3.41,-39.03,80.00600000000003,7.6
307,Conde,75,BR,1594888398,94,-7.26,-34.91,75.2,3.1
308,Antalaha,58,MG,1594868693,81,-14.9,50.28,69.62000000000006,3.37
309,Macao,20,MO,1594936288,83,22.2,113.55,82.4,3.6
310,Defiance,90,US,1594894719,69,41.33,-84.45,80.6,4.1
311,Sur,35,OM,1594949215,64,22.57,59.53,85.40600000000003,3.15
312,Baião,51,BR,1594891521,60,-2.79,-49.67,84.66800000000009,1.33
313,Fairbanks,90,US,1594900687,82,64.84,-147.72,62.6,0.8
314,Kudat,20,MY,1594937054,83,6.88,116.85,78.80000000000001,2.1
315,Richards Bay,0,ZA,1594874582,77,-28.78,32.04,56.01200000000006,2.24
316,Basoko,100,CD,1594873554,90,1.24,23.62,74.174,0.39
317,Manaquiri,75,BR,1594894134,74,-3.32,-60.35,84.2,1.0
318,Saint-Paul,16,RE,1594954512,82,-21.01,55.27,64.4,1.5
319,Söderhamn,1,SE,1594863913,76,61.3,17.06,64.00400000000005,1.95
320,Grootfontein,0,NA,1594876887,53,-19.57,18.12,46.97600000000009,5.01
321,Bambous Virieux,40,MU,1594953844,77,-20.34,57.76,69.80000000000001,3.6
322,Charagua,4,BO,1594896430,43,-19.8,-63.22,81.392,4.86
323,Bucerías,75,MX,1594902570,74,20.75,-105.33,89.99600000000005,6.2
324,Tarakan,97,ID,1594937204,87,3.3,117.63,77.03600000000007,2.2
325,Zeya,0,RU,1594927326,88,53.75,127.27,66.92000000000007,2.02
326,Havelock,75,US,1594893963,63,34.88,-76.9,89.6,4.6
327,Taos,20,US,1594900616,23,36.41,-105.57,84.2,7.2
328,Khanbari,93,NP,1594942009,78,27.37,87.2,74.57000000000006,0.62
329,Tomatlán,30,MX,1594902640,55,19.93,-105.25,92.4260000000001,4.09
330,Necochea,0,AR,1594897700,71,-38.55,-58.74,51.998000000000026,1.34
331,Srednekolymsk,100,RU,1594910603,60,67.45,153.68,48.056000000000026,3.71
332,Tilichiki,100,RU,1594915115,98,60.47,166.1,50.648000000000025,0.42
333,Saint-Augustin,48,CA,1594886282,45,51.23,-58.65,70.52000000000007,7.51
334,Kiryat Gat,0,IL,1594867618,70,31.61,34.76,78.99800000000002,0.61
335,East London,0,ZA,1594876114,41,-33.02,27.91,58.31600000000001,2.57
336,Yar-Sale,0,RU,1594932002,79,66.83,70.83,45.75200000000008,1.97
337,Vao,85,NC,1594927764,64,-22.67,167.48,69.31400000000004,6.11
338,Biak,19,ID,1594936336,83,-0.91,122.88,75.11000000000008,1.26
339,New Norfolk,8,AU,1594935396,89,-42.78,147.06,37.99400000000007,1.1
340,Fort Nelson,90,CA,1594898874,82,58.81,-122.7,62.6,1.5
341,Eyl,100,SO,1594866627,58,7.98,49.82,82.70600000000003,10.75
342,Iglesias,20,IT,1594872745,64,39.31,8.54,71.6,5.7
343,Artesia,1,US,1594903999,56,33.87,-118.08,84.99199999999999,4.1
344,Victor Harbor,2,AU,1594936276,98,-35.57,138.62,53.99600000000005,3.07
345,Balgazyn,0,RU,1594935865,61,51.0,95.2,46.86800000000009,1.03
346,Marsh Harbour,0,BS,1594895116,74,26.54,-77.06,83.48000000000005,6.51
347,Hudson Bay,2,CA,1594896302,50,52.85,-102.38,71.834,5.02
348,Sault Ste. Marie,1,CA,1594893641,37,46.52,-84.33,82.4,2.6
349,Portland,40,US,1594903071,53,45.52,-122.68,82.99400000000009,2.1
350,Saint-Hubert,97,BE,1594871229,95,50.05,5.38,60.00800000000001,1.97
351,Vallenar,0,CL,1594899223,20,-28.57,-70.76,74.01200000000006,2.01
